method,trial,bin,n_bin,coverage,mean_width
abs,95,0,39762,0.9992455107891958,2.4539634128636045
abs,95,1,40146,0.9938972749464454,2.4539634128636045
abs,95,2,40171,0.9529511339025666,2.4539634128636045
abs,95,3,40175,0.8663098942128189,2.4539634128636045
abs,95,4,39746,0.7628189000150959,2.453963412863605
norm,95,0,39762,0.9334792012474221,0.8987348488644408
norm,95,1,40146,0.8899765854630598,1.388134177604517
norm,95,2,40171,0.9134450225286899,2.1821773401062536
norm,95,3,40175,0.9041941505911637,2.7898334602597035
norm,95,4,39746,0.8935238766165149,3.5596519897258756
cqr,95,0,39762,0.952819274684372,1.0039075814083631
cqr,95,1,40146,0.9147611219050465,1.4979047436448907
cqr,95,2,40171,0.9144158721465734,2.1309798212805187
cqr,95,3,40175,0.8833105164903547,2.581151391474965
cqr,95,4,39746,0.8729431892517486,3.1363397812175626
abs,96,0,39762,0.9989688647452342,2.2438723296033802
abs,96,1,40146,0.9885418223484282,2.2438723296033802
abs,96,2,40171,0.9302730825720047,2.2438723296033802
abs,96,3,40175,0.8299191039203485,2.2438723296033802
abs,96,4,39746,0.7194937855381673,2.24387232960338
norm,96,0,39762,0.9330516573612997,0.896092460731638
norm,96,1,40146,0.8889304040253077,1.3840528968104382
norm,96,2,40171,0.9127977894501008,2.175761477280356
norm,96,3,40175,0.9031487243310516,2.7816310156374646
norm,96,4,39746,0.8923413676847984,3.54918618639529
cqr,96,0,39762,0.9472360545244203,0.9804685647988477
cqr,96,1,40146,0.9089822149155582,1.4744657270353752
cqr,96,2,40171,0.9106320479948221,2.1075408046710034
cqr,96,3,40175,0.8797510889856877,2.55771237486545
cqr,96,4,39746,0.8703014139787651,3.1129007646080478
abs,97,0,39762,0.9994970071927971,2.5760347495049842
abs,97,1,40146,0.9957405470034375,2.5760347495049842
abs,97,2,40171,0.9627592044011849,2.576034749504984
abs,97,3,40175,0.8831362787803361,2.5760347495049842
abs,97,4,39746,0.7841292205504956,2.5760347495049847
norm,97,0,39762,0.9381318847140486,0.919778874912582
norm,97,1,40146,0.8972002191999203,1.4206375703779635
norm,97,2,40171,0.9202409698538747,2.2332733856695053
norm,97,3,40175,0.9113876789047916,2.855157874998779
norm,97,4,39746,0.9009963266743823,3.6430018334409144
cqr,97,0,39762,0.9767114330265078,1.1409575632159197
cqr,97,1,40146,0.9405918397847856,1.6349547254524475
cqr,97,2,40171,0.9325383983470663,2.268029803088075
cqr,97,3,40175,0.9019041692594897,2.7182013732825223
cqr,97,4,39746,0.8886428823026217,3.273389763025119
abs,98,0,39762,0.9990191640259545,2.264220849859675
abs,98,1,40146,0.9891894584765606,2.264220849859675
abs,98,2,40171,0.932936695626198,2.264220849859675
abs,98,3,40175,0.8341008089607965,2.264220849859675
abs,98,4,39746,0.7236954662104362,2.264220849859675
norm,98,0,39762,0.9259343091393794,0.8721013179475837
norm,98,1,40146,0.8802122253773725,1.3469975569619674
norm,98,2,40171,0.9047073759677379,2.1175096711856383
norm,98,3,40175,0.8934411947728687,2.7071582242759296
norm,98,4,39746,0.8832586926986363,3.4541635896249963
cqr,98,0,39762,0.9108696745636538,0.8724356822334438
cqr,98,1,40146,0.881084043242166,1.3664328444699714
cqr,98,2,40171,0.8926090961141122,1.999507922105599
cqr,98,3,40175,0.862451773490977,2.4496794923000462
cqr,98,4,39746,0.856513863030242,3.0048678820426424
abs,99,0,39762,0.9990694633066747,2.3239097543698337
abs,99,1,40146,0.9910576396154038,2.3239097543698337
abs,99,2,40171,0.940180727390406,2.3239097543698337
abs,99,3,40175,0.8445799626633479,2.3239097543698337
abs,99,4,39746,0.7369546621043627,2.3239097543698337
norm,99,0,39762,0.9161007997585634,0.8419946527231225
norm,99,1,40146,0.8677327753698999,1.3004965327448952
norm,99,2,40171,0.8948993054691196,2.044409042316073
norm,99,3,40175,0.8809458618543871,2.6137017591948606
norm,99,4,39746,0.8705278518593066,3.3349190194320486
cqr,99,0,39762,0.9475881494894624,0.9822839097090801
cqr,99,1,40146,0.9092313057340706,1.4762810719456079
cqr,99,2,40171,0.910930770954171,2.109356149581236
cqr,99,3,40175,0.8800746733042937,2.559527719775682
cqr,99,4,39746,0.8705530116238112,3.11471610951828
abs,100,0,39762,0.9989688647452342,2.242996130707429
abs,100,1,40146,0.988516913266577,2.242996130707429
abs,100,2,40171,0.9302232954121132,2.242996130707429
abs,100,3,40175,0.8296204107031736,2.242996130707429
abs,100,4,39746,0.7193428269511397,2.242996130707429
norm,100,0,39762,0.9250792213671345,0.8690187846914557
norm,100,1,40146,0.8790414985303642,1.3422364533151685
norm,100,2,40171,0.9037365263498544,2.1100251119408893
norm,100,3,40175,0.8923459863098943,2.6975894905930473
norm,100,4,39746,0.88174910682836,3.4419544874048746
cqr,100,0,39762,0.9656455912680448,1.06479273568072
cqr,100,1,40146,0.9271907537488168,1.5587898979172476
cqr,100,2,40171,0.9226556471086107,2.191864975552875
cqr,100,3,40175,0.8921966397013068,2.642036545747322
cqr,100,4,39746,0.8800634026065516,3.197224935489919
abs,101,0,39762,0.9990443136663145,2.2679502874702777
abs,101,1,40146,0.9894136402132218,2.2679502874702777
abs,101,2,40171,0.9335590351248413,2.2679502874702777
abs,101,3,40175,0.8346235220908526,2.2679502874702777
abs,101,4,39746,0.7244502591455744,2.2679502874702777
norm,101,0,39762,0.9358684170816357,0.9082865440035094
norm,101,1,40146,0.8932396751855727,1.4028871767714608
norm,101,2,40171,0.9165069328620149,2.2053693780231254
norm,101,3,40175,0.9078282514001245,2.819483627642044
norm,101,4,39746,0.8966688471795904,3.5974837380440814
cqr,101,0,39762,0.9379558372315275,0.9494010998584199
cqr,101,1,40146,0.9013849449509291,1.4433982620949477
cqr,101,2,40171,0.9060765228647532,2.0764733397305757
cqr,101,3,40175,0.8752209085252023,2.526644909925022
cqr,101,4,39746,0.8663513309515423,3.0818332996676197
abs,102,0,39762,0.9989688647452342,2.2396771024280113
abs,102,1,40146,0.988516913266577,2.2396771024280113
abs,102,2,40171,0.9297503173931443,2.2396771024280113
abs,102,3,40175,0.8287990043559428,2.2396771024280113
abs,102,4,39746,0.7186131937805063,2.2396771024280113
norm,102,0,39762,0.9304360947638449,0.8874340264215256
norm,102,1,40146,0.8858167687939023,1.3706795769646603
norm,102,2,40171,0.9096860919568843,2.1547383254840287
norm,102,3,40175,0.8995395146235221,2.7547536893800784
norm,102,4,39746,0.8893976752377598,3.51489240891593
cqr,102,0,39762,0.9346360847039887,0.9383560999081054
cqr,102,1,40146,0.8986200368654411,1.4323532621446329
cqr,102,2,40171,0.9041348236289861,2.065428339780261
cqr,102,3,40175,0.8735532047293093,2.5155999099747075
cqr,102,4,39746,0.8651185024908167,3.070788299717305
abs,103,0,39762,0.9990694633066747,2.3159895065246943
abs,103,1,40146,0.99098291236985,2.315989506524694
abs,103,2,40171,0.939160090612631,2.3159895065246943
abs,103,3,40175,0.8430118232731798,2.3159895065246943
abs,103,4,39746,0.7349418809439944,2.3159895065246943
norm,103,0,39762,0.9340324933353453,0.9010218968165725
norm,103,1,40146,0.8907985851641509,1.3916666203847052
norm,103,2,40171,0.9142416170869533,2.187730417549711
norm,103,3,40175,0.9049657747355321,2.7969328655071326
norm,103,4,39746,0.8942031902581392,3.568710384205284
cqr,103,0,39762,0.935742668879835,0.9426110974909563
cqr,103,1,40146,0.8998156727943007,1.4366082597274836
cqr,103,2,40171,0.9050060989270867,2.069683337363111
cqr,103,3,40175,0.8741257000622278,2.519854907557558
cqr,103,4,39746,0.8656720173099179,3.0750432973001556
abs,104,0,39762,0.9990946129470348,2.3526022110101623
abs,104,1,40146,0.9917301848253873,2.3526022110101623
abs,104,2,40171,0.9434417863632969,2.3526022110101623
abs,104,3,40175,0.849707529558183,2.3526022110101623
abs,104,4,39746,0.7431188044079907,2.3526022110101623
norm,104,0,39762,0.9279211307278306,0.8784187244657273
norm,104,1,40146,0.8828027698899018,1.3567550598703468
norm,104,2,40171,0.9068731174230166,2.132848679536712
norm,104,3,40175,0.8959054138145613,2.726768582223714
norm,104,4,39746,0.8850450359784633,3.4791851726988376
cqr,104,0,39762,0.9435642070318394,0.9684853519776264
cqr,104,1,40146,0.9067154884670952,1.462482514214154
cqr,104,2,40171,0.9086405615991636,2.0955575918497815
cqr,104,3,40175,0.8782825140012446,2.545729162044229
cqr,104,4,39746,0.869043425753535,3.100917551786825
abs,105,0,39762,0.9990694633066747,2.3249123714894955
abs,105,1,40146,0.9910576396154038,2.3249123714894955
abs,105,2,40171,0.9403798760299719,2.324912371489495
abs,105,3,40175,0.8447293092719352,2.3249123714894955
abs,105,4,39746,0.737130780455895,2.3249123714894955
norm,105,0,39762,0.9336803983703033,0.8997875499370781
norm,105,1,40146,0.8903502216908284,1.3897601191595546
norm,105,2,40171,0.9137188519080929,2.1847333558538535
norm,105,3,40175,0.9045177349097697,2.793101232372697
norm,105,4,39746,0.8938257937905701,3.5638214613698596
cqr,105,0,39762,0.9422061264523918,0.9637092064910315
cqr,105,1,40146,0.9053205798834255,1.4577063687275593
cqr,105,2,40171,0.9081675835801947,2.0907814463631866
cqr,105,3,40175,0.8775357809583074,2.540953016557634
cqr,105,4,39746,0.8684395914054245,3.0961414063002315
abs,106,0,39762,0.999295810069916,2.466516025049427
abs,106,1,40146,0.9940467294375529,2.466516025049427
abs,106,2,40171,0.9541211321600159,2.466516025049427
abs,106,3,40175,0.868624766645924,2.466516025049427
abs,106,4,39746,0.7647562018819504,2.466516025049427
norm,106,0,39762,0.9331774055631005,0.8967004420224958
norm,106,1,40146,0.8890051312708613,1.384991949758313
norm,106,2,40171,0.9129222573498295,2.177237689088316
norm,106,3,40175,0.9034723086496578,2.783518298133065
norm,106,4,39746,0.8926181250943491,3.551594240132667
cqr,106,0,39762,0.9532971178512147,1.0056031761511786
cqr,106,1,40146,0.9150600308872615,1.4996003383877063
cqr,106,2,40171,0.9146399143660849,2.132675416023334
cqr,106,3,40175,0.8835096453018046,2.5828469862177807
cqr,106,4,39746,0.8732702661903085,3.1380353759603783
abs,107,0,39762,0.9992455107891958,2.43992971179921
abs,107,1,40146,0.9935236387186769,2.4399297117992105
abs,107,2,40171,0.9515570934256056,2.43992971179921
abs,107,3,40175,0.8640696950840074,2.43992971179921
abs,107,4,39746,0.7601268052131032,2.43992971179921
norm,107,0,39762,0.9310899854132086,0.8893503477250627
norm,107,1,40146,0.8863896776764808,1.3736394166771995
norm,107,2,40171,0.910457792935202,2.1593912583598662
norm,107,3,40175,0.900261356565028,2.760702292908663
norm,107,4,39746,0.8899763498213656,3.522482452797849
cqr,107,0,39762,0.9453498314974096,0.9736586303134244
cqr,107,1,40146,0.907736760822996,1.467655792549952
cqr,107,2,40171,0.9096611983769386,2.1007308701855796
cqr,107,3,40175,0.8789047915370255,2.550902440380027
cqr,107,4,39746,0.8695717808081317,3.1060908301226235
abs,108,0,39762,0.9990694633066747,2.3058446435210556
abs,108,1,40146,0.9906590943057839,2.3058446435210556
abs,108,2,40171,0.9379154116153444,2.3058446435210556
abs,108,3,40175,0.8413939016801494,2.3058446435210556
abs,108,4,39746,0.7323504252000201,2.3058446435210556
norm,108,0,39762,0.9292540616669182,0.8831778220094484
norm,108,1,40146,0.8844218602102326,1.3641056883269378
norm,108,2,40171,0.9082920514799233,2.1444040285168753
norm,108,3,40175,0.8976228998133168,2.7415416708436653
norm,108,4,39746,0.8873094147838776,3.4980347044180204
cqr,108,0,39762,0.9515366430260047,0.9975426245051052
cqr,108,1,40146,0.9131420315847157,1.491539786741633
cqr,108,2,40171,0.9134948096885813,2.1246148643772607
cqr,108,3,40175,0.8822401991288115,2.5747864345717075
cqr,108,4,39746,0.8721380767876012,3.1299748243143046
abs,109,0,39762,0.9990694633066747,2.287891390506257
abs,109,1,40146,0.9899865490958003,2.287891390506257
abs,109,2,40171,0.9358741380597944,2.287891390506257
abs,109,3,40175,0.8384069695084008,2.287891390506257
abs,109,4,39746,0.7288783776983847,2.287891390506257
norm,109,0,39762,0.9414264876012273,0.9349056241935929
norm,109,1,40146,0.90240621730683,1.4440014776522359
norm,109,2,40171,0.9247964949839437,2.270001959789223
norm,109,3,40175,0.9160423148724331,2.90211400598941
norm,109,4,39746,0.9057766819302572,3.7029149026228536
cqr,109,0,39762,0.955812081887229,1.0172830826154067
cqr,109,1,40146,0.9176007572360882,1.5112802448519342
cqr,109,2,40171,0.9162331034826119,2.1443553224875624
cqr,109,3,40175,0.8853018046048537,2.594526892682009
cqr,109,4,39746,0.8744779348865295,3.1497152824246064
abs,110,0,39762,0.9992455107891958,2.4498437774092414
abs,110,1,40146,0.993747820455338,2.4498437774092414
abs,110,2,40171,0.9526773045231635,2.4498437774092414
abs,110,3,40175,0.8656627255756068,2.4498437774092414
abs,110,4,39746,0.7620389473154531,2.4498437774092414
norm,110,0,39762,0.9342085408178663,0.9014917386196061
norm,110,1,40146,0.8910725850645145,1.3923923110215848
norm,110,2,40171,0.9144905528864106,2.188871219130188
norm,110,3,40175,0.9051151213441194,2.798391338364603
norm,110,4,39746,0.8943541488451668,3.570571303820383
cqr,110,0,39762,0.9540767567023791,1.0095927243004432
cqr,110,1,40146,0.9158322124246501,1.5035898865369706
cqr,110,2,40171,0.915287147444674,2.1366649641725988
cqr,110,3,40175,0.8840074673304293,2.586836534367045
cqr,110,4,39746,0.8735973431288683,3.1420249241096427
abs,111,0,39762,0.9991952115084755,2.434343152473345
abs,111,1,40146,0.9933990933094207,2.434343152473345
abs,111,2,40171,0.9511339025665281,2.434343152473345
abs,111,3,40175,0.8630491599253267,2.4343431524733448
abs,111,4,39746,0.7588939767523776,2.434343152473345
norm,111,0,39762,0.927292389718827,0.8762745140651114
norm,111,1,40146,0.8820554974343646,1.3534432357602317
norm,111,2,40171,0.9061512036045903,2.127642419476188
norm,111,3,40175,0.8952582451773491,2.720112570243058
norm,111,4,39746,0.8845921602173804,3.4706925201344156
cqr,111,0,39762,0.9588551883708063,1.0308405524119304
cqr,111,1,40146,0.921063119613411,1.524837714648458
cqr,111,2,40171,0.918075228398596,2.1579127922840855
cqr,111,3,40175,0.8871188550093342,2.6080843624785324
cqr,111,4,39746,0.8759875207568057,3.163272752221129
abs,112,0,39762,0.9989688647452342,2.227500556684074
abs,112,1,40146,0.9880685497932546,2.2275005566840735
abs,112,2,40171,0.9286301062955864,2.2275005566840735
abs,112,3,40175,0.826110765401369,2.227500556684074
abs,112,4,39746,0.7161223770945504,2.2275005566840744
norm,112,0,39762,0.9283989738946733,0.8800930211115471
norm,112,1,40146,0.8834254969361829,1.3593410822110268
norm,112,2,40171,0.9072714147021483,2.1369139633139462
norm,112,3,40175,0.8965276913503423,2.73196589799578
norm,112,4,39746,0.8856740300910784,3.485816620666182
cqr,112,0,39762,0.9448468386902067,0.9724512172244505
cqr,112,1,40146,0.9076122154137398,1.4664483794609782
cqr,112,2,40171,0.9093624754175899,2.099523457096606
cqr,112,3,40175,0.8786558805227132,2.5496950272910524
cqr,112,4,39746,0.8694963015146179,3.1048834170336503
abs,113,0,39762,0.9990694633066747,2.3228565636161234
abs,113,1,40146,0.9910576396154038,2.3228565636161234
abs,113,2,40171,0.9400562594906774,2.3228565636161234
abs,113,3,40175,0.8444057249533292,2.3228565636161234
abs,113,4,39746,0.7367533839883259,2.3228565636161234
norm,113,0,39762,0.9274432875609879,0.8765051593794673
norm,113,1,40146,0.8821302246799183,1.3537994772525543
norm,113,2,40171,0.9062756715043191,2.1282024389070853
norm,113,3,40175,0.8953578095830741,2.7208285344857424
norm,113,4,39746,0.884617319981885,3.4716060454675044
cqr,113,0,39762,0.9400684070217796,0.9566272312383189
cqr,113,1,40146,0.903427489662731,1.4506243934748466
cqr,113,2,40171,0.9071469468024197,2.0836994711104744
cqr,113,3,40175,0.876141879278158,2.5338710413049212
cqr,113,4,39746,0.867508680118754,3.0890594310475183
abs,114,0,39762,0.9991449122277551,2.403850920870674
abs,114,1,40146,0.9928012753449907,2.403850920870674
abs,114,2,40171,0.9483209280326603,2.403850920870674
abs,114,3,40175,0.8580211574362165,2.403850920870674
abs,114,4,39746,0.7528807930357772,2.403850920870674
norm,114,0,39762,0.9332025552034606,0.8968972081779315
norm,114,1,40146,0.8890549494345639,1.3852958634495436
norm,114,2,40171,0.9129471509297752,2.177715448069437
norm,114,3,40175,0.9035220908525202,2.784129095416574
norm,114,4,39746,0.8927690836813768,3.552373579041792
cqr,114,0,39762,0.9426588199788744,0.9651593947296961
cqr,114,1,40146,0.9057440342748966,1.459156556966224
cqr,114,2,40171,0.9082920514799233,2.0922316346018515
cqr,114,3,40175,0.8778344741754822,2.5424032047962983
cqr,114,4,39746,0.8687163488149751,3.0975915945388954
abs,115,0,39762,0.9991449122277551,2.3994473113445176
abs,115,1,40146,0.9927265480994371,2.3994473113445176
abs,115,2,40171,0.9478977371735829,2.3994473113445176
abs,115,3,40175,0.8572495332918482,2.3994473113445176
abs,115,4,39746,0.7522517989231621,2.3994473113445176
norm,115,0,39762,0.932925909159499,0.8951976177749819
norm,115,1,40146,0.8885816768793903,1.3826707738257862
norm,115,2,40171,0.9124492793308606,2.1735887496672714
norm,115,3,40175,0.9028251400124455,2.7788532633056047
norm,115,4,39746,0.8921904090977708,3.5456419491653905
cqr,115,0,39762,0.9550072933957044,1.013378954322876
cqr,115,1,40146,0.9166293030438898,1.5073761165594035
cqr,115,2,40171,0.9157352318836972,2.1404511941950313
cqr,115,3,40175,0.884704418170504,2.5906227643894777
cqr,115,4,39746,0.8740250591254466,3.145811154132076
abs,116,0,39762,0.9990694633066747,2.305653894650575
abs,116,1,40146,0.9906590943057839,2.305653894650575
abs,116,2,40171,0.9378905180353987,2.305653894650575
abs,116,3,40175,0.8413690105787182,2.305653894650575
abs,116,4,39746,0.7323252654355156,2.305653894650575
norm,116,0,39762,0.9265630501483829,0.8738027913844282
norm,116,1,40146,0.8809844069147611,1.3496255550116194
norm,116,2,40171,0.9052799283064897,2.1216409416970308
norm,116,3,40175,0.8942874922215308,2.7124399016603653
norm,116,4,39746,0.8837618879887285,3.4609026777026224
cqr,116,0,39762,0.9518132890699663,0.9992386612956919
cqr,116,1,40146,0.9134907587306332,1.4932358235322196
cqr,116,2,40171,0.9138433198078215,2.1263109011678476
cqr,116,3,40175,0.882514001244555,2.576482471362294
cqr,116,4,39746,0.8724148341971519,3.1316708611048916
abs,117,0,39762,0.9987928172627132,2.1482710795317597
abs,117,1,40146,0.9848801873162956,2.1482710795317597
abs,117,2,40171,0.918349057777999,2.1482710795317597
abs,117,3,40175,0.8107031736154325,2.1482710795317597
abs,117,4,39746,0.6997936899310623,2.1482710795317597
norm,117,0,39762,0.9149187666616367,0.8379944119201107
norm,117,1,40146,0.8658895033129079,1.2943179907819073
norm,117,2,40171,0.8934305842523214,2.034696238983333
norm,117,3,40175,0.8791537025513378,2.601284297409064
norm,117,4,39746,0.8685653902279474,3.3190751193631733
cqr,117,0,39762,0.9213822242341935,0.898271874423209
cqr,117,1,40146,0.8884322223882828,1.3922690366597366
cqr,117,2,40171,0.8973139827238555,2.0253441142953643
cqr,117,3,40175,0.8667081518357187,2.4755156844898107
cqr,117,4,39746,0.8601871886479142,3.0307040742324083
abs,118,0,39762,0.9990443136663145,2.2708370861719867
